59,5
60,7
285,7
286,4
317,4
1042,8
1064,9
9131,5
9146,4
14833,5
14858,11
18288,8
18290,11
18302,10
18309,5
18322,5
18355,5
18356,6
18385,4
18465,5
18487,5
18488,5
18505,5
18517,11
18518,5
18543,10
18551,5
18552,4
18587,5
18588,10
18593,5
18621,8
18622,8
18635,9
18677,12
18679,11
18680,12
18717,5
18719,4
18720,6
18749,4
18750,10
18761,10
18795,11
18796,10
18811,5
18820,9
18826,8
18883,6
18885,5
18886,5
18924,5
18965,5
19203,10
19244,5
19342,8
19448,7
19595,5
19877,11
19948,4
20073,27
20317,6
20513,5
20939,6
21033,10
21417,16
21507,11
22360,4
22363,5
22725,6
23086,5
23215,10
23858,5
24260,9
24261,11
24441,8
24518,8
24673,8
24708,4
24739,6
25000,9
25070,4
25131,5
25431,9
25483,12
25694,8
25724,8
25727,10
25746,4
25749,5
25922,6
26097,10
26237,10
26283,4
26315,4
26434,9
26502,8
26525,10
26538,10
26590,6
26671,9
26721,4
26788,9
26791,7
26843,10
27068,6
27180,6
27286,9
27335,35
27472,6
27538,5
27569,5
27625,5
27771,5
27867,5
27900,5
27925,8
28006,9
28015,9
28046,9
28054,7
28079,5
28196,4
28252,9
28284,5
28748,11
28769,4
28889,4
791,4
26843,5
26865,4
27068,9
27105,4
27180,4
27223,5
27224,6
27241,8
27286,6
27335,4
27472,4
27538,4
27569,9
27605,5
27625,10
27632,5
27662,9
27745,4
27771,9
27808,5
27867,4
27900,4
27925,9
28006,4
28015,8
28046,4
28054,4
28079,4
28093,8
28190,6
28196,6
28252,4
28273,7
28284,5
28318,4
28649,7
28748,28
28769,4
28798,5
28843,9
28889,8
24804,7
24819,4
24858,5
24934,10
24941,6
24964,7
24975,4
25000,6
25070,65
25094,4
25125,4
25131,5
25166,11
25185,10
25262,6
25401,11
25403,4
25431,9
25442,10
25467,10
25470,10
25483,11
25576,10
25588,10
25617,5
25694,5
25697,4
25724,7
25727,10
25740,5
25746,4
25749,4
25795,4
25814,9
25824,4
25876,8
25893,4
25900,5
25919,9
25922,6
25948,5
25955,5
25960,5
25980,5
25986,6
26069,5
26097,10
26114,12
26205,5
26237,4
26249,5
26283,4
26296,5
26308,4
26315,5
26341,5
26365,9
26434,5
26445,7
26490,4
26502,10
26525,5
26537,7
26538,9
26590,7
26642,4
26651,9
26666,5
26692,10
26721,7
26755,5
26788,8
26843,5
26854,9
26855,6
26865,5
26973,5
27068,10
27105,9
27180,4
27217,9
27223,9
27224,4
27241,4
27283,5
27286,5
27299,7
27335,7
27342,4
27343,4
27362,7
27391,5
27441,4
27538,6
27569,9
27574,5
27605,7
27630,7
27632,8
27637,61
27645,9
27657,5
27662,8
27664,9
27680,9
27745,6
27747,5
27771,4
27844,5
27867,9
27900,9
27989,6
28015,7
28046,8
28054,4
28059,6
28079,8
28093,5
28098,6
28118,5
28127,8
28190,25
28196,4
28248,9
28252,8
28273,4
28284,5
28318,4
28398,9
28453,4
28484,4
28522,5
28653,6
28657,4
28678,4
28748,5
28769,5
28798,5
28843,5
28845,4
28864,4
28871,67
28875,5
28889,5
28897,6
