59,0
59,0
60,0
60,0
156,0
220,2
284,0
285,1
285,0
286,0
286,1
317,0
317,0
412,0
476,0
540,0
650,0
714,0
778,0
842,0
906,0
970,0
1042,1
1042,0
1064,0
1064,0
1140,0
1204,0
1268,1
1332,1
1396,1
1460,2
1524,1
1588,0
1652,0
1716,1
1780,0
1844,0
1908,0
1972,0
2036,1
2100,0
2164,0
2228,1
2292,0
2356,0
2420,1
2484,0
2548,0
2612,0
2676,0
2740,0
2804,1
2868,0
2932,0
2996,1
3060,0
3124,1
3188,0
3252,0
3316,0
3380,0
3444,0
3508,0
3572,1
3636,0
3700,0
3764,0
3828,0
3892,1
3956,0
4020,0
4084,0
4148,1
4212,1
4276,1
4340,0
4404,0
4468,1
4532,0
4596,0
4660,0
4724,0
4788,0
4852,0
4916,0
4980,0
5044,1
5108,1
5172,0
5236,0
5300,0
5364,1
5428,0
5492,0
5556,0
5620,0
5684,0
5748,48
5812,1
5876,0
5940,0
6004,1
6068,0
6132,1
6196,1
6260,0
6324,1
6388,1
6452,0
6516,0
6580,0
6644,1
6708,0
6772,0
6836,1
6900,0
6964,0
7028,0
7092,0
7156,0
7220,1
7284,0
7348,1
7412,0
7476,0
7540,1
7604,1
7668,0
7732,0
7796,0
7860,0
7924,0
7988,0
8052,0
8116,0
8180,1
8246,0
8310,0
8374,0
8438,0
8502,0
8566,0
8630,0
8694,1
8758,0
8822,0
8886,0
8950,0
9014,0
9078,1
9131,1
9131,0
9146,0
9146,1
9166,0
9230,0
9294,0
9358,0
9422,1
9486,1
9550,0
9614,0
9678,0
9742,0
9806,0
9870,1
9934,0
9998,0
10062,0
10126,0
10190,1
10254,1
10318,1
10382,0
10446,0
10510,0
10574,1
10638,0
10702,0
10766,1
10830,0
10894,1
10958,0
11022,1
11086,1
11150,1
11214,0
11278,1
11342,0
11406,1
11470,0
11534,0
11598,1
11662,1
11726,1
11790,0
11854,0
11918,1
11982,1
12046,1
12110,0
12174,0
12238,1
12302,0
12366,0
12430,0
12494,0
12558,0
12622,0
12686,0
12750,1
12814,1
12878,1
12942,0
13006,1
13070,1
13134,0
13198,0
13262,0
13376,0
13440,0
13504,0
13568,1
13632,0
13696,0
13760,0
13824,0
13888,1
13952,1
14016,0
14080,1
14144,1
14208,1
14272,1
14336,1
14400,0
14464,0
14528,0
14592,0
14656,1
14720,1
14784,0
14833,0
14833,1
14858,0
14858,1
14894,1
14958,0
15022,0
15086,1
15150,0
15214,0
15278,1
15342,0
15406,1
15470,1
15534,0
15598,0
15662,1
15726,0
15790,0
15854,1
15918,0
15982,0
16046,0
16110,0
16174,1
16238,0
16302,1
16366,0
16430,0
16494,1
16558,1
16622,0
16686,0
16750,1
16814,0
16878,0
16942,0
17020,0
17130,0
17194,0
17302,0
17366,2
17428,0
17492,1
17556,0
17620,0
17684,0
17748,0
17812,0
17876,0
17940,0
18004,0
18124,0
18188,0
18252,0
18288,0
18288,1
18290,0
18290,0
18302,1
18302,1
18309,1
18309,1
18322,0
18322,0
18355,1
18355,0
18356,0
18356,0
18385,0
18385,0
18440,0
18465,1
18465,0
18487,1
18487,0
18488,1
18488,0
18505,0
18505,1
18517,0
18517,0
18518,0
18518,0
18543,0
18543,1
18551,0
18551,0
18552,0
18552,1
18587,0
18587,1
18588,0
18588,0
18593,0
18593,0
18621,0
18621,0
18622,0
18622,0
18635,0
18635,0
18677,0
18677,1
18679,1
18679,0
18680,0
18680,0
18717,0
18717,1
18719,0
18719,1
18720,1
18720,0
18749,0
18749,1
18750,0
18750,0
18761,0
18761,0
18795,0
18795,1
18796,0
18796,1
18811,0
18811,0
18820,0
18820,0
18826,0
18826,0
18883,0
18883,0
18885,0
18885,1
18886,0
18886,0
18924,0
18924,1
18965,1
18965,0
19203,1
19203,0
19244,0
19244,1
19342,0
19342,0
19343,0
19343,0
19448,0
19448,1
19483,0
19483,1
19496,1
19496,0
19595,1
19595,0
19599,0
19599,0
19637,0
19637,1
19638,0
19638,0
19671,1
19671,0
19751,0
19751,0
19753,1
19753,0
19780,1
19780,1
19877,0
19877,0
19948,0
19948,1
19954,1
19954,0
19992,1
19992,0
19999,1
19999,0
20073,0
20073,1
20082,0
20082,0
20118,0
20118,0
20207,0
20207,0
20256,0
20256,0
20295,0
20295,0
20298,1
20298,0
20317,1
20317,0
20360,1
20360,0
20397,1
20397,0
20463,0
20463,1
20472,0
20472,0
20479,3
20479,0
20513,0
20513,1
20598,0
20598,1
20715,0
20715,0
20784,0
20784,0
20818,1
20818,0
20939,0
20939,1
20945,0
20945,0
20987,1
20987,0
21033,0
21033,1
21178,0
21178,1
21417,0
21417,1
21418,1
21418,0
21447,1
21447,0
21507,0
21507,0
21515,0
21515,1
21569,1
21569,1
21685,0
21685,1
21854,0
21854,1
21894,0
21894,15
21902,1
21902,0
21966,0
21966,1
22063,0
22063,0
22135,1
22135,0
22223,1
22223,0
22256,0
22256,0
22263,0
22263,0
22274,0
22274,0
22280,0
22280,0
22320,1
22320,0
22360,0
22360,0
22363,0
22363,0
22447,0
22447,1
22460,0
22460,0
22572,1
22572,0
22636,0
22636,0
22672,0
22672,1
22679,0
22679,0
22725,1
22725,0
22745,0
22745,0
22793,0
22793,0
22830,1
22830,0
22845,0
22845,1
22864,0
22864,0
22890,1
22890,0
23030,0
23030,1
23062,0
23062,0
23086,0
23086,0
23215,0
23215,1
23325,0
23325,0
23424,1
23424,0
23445,1
23445,0
23491,1
23491,0
23498,0
23498,1
23597,0
23597,0
23662,0
23662,0
23723,1
23723,0
23735,1
23735,0
23753,1
23753,0
23762,1
23762,0
23858,0
23858,0
23912,1
23912,0
23947,0
23947,0
24005,0
24005,0
24102,0
24102,1
24260,0
24260,0
24261,0
24261,1
24356,1
24356,0
24397,0
24397,1
24399,1
24399,0
24403,0
24403,0
24441,1
24441,0
24518,0
24518,0
24598,1
24598,0
24668,1
24668,0
24673,0
24673,0
24708,0
24708,0
24739,0
24739,1
24750,0
24750,1
24784,1
24784,0
24792,1
24792,0
24804,0
24804,0
24819,0
24819,1
24858,0
24858,0
24934,0
24934,0
24941,0
24941,0
24964,0
24964,0
24975,0
24975,1
25000,0
25000,0
25043,0
25043,1
25070,1
25070,0
25094,0
25094,0
25125,0
25125,0
25131,1
25131,0
25166,0
25166,0
25185,0
25185,1
25262,0
25262,0
25385,0
25385,16
25403,0
25403,0
25431,1
25431,1
25442,1
25442,0
25467,0
25467,0
25470,0
25470,0
25483,1
25483,0
25576,1
25576,0
25588,0
25588,0
25617,0
25617,0
25694,0
25694,1
25697,0
25697,0
25724,0
25724,0
25727,0
25727,0
25740,0
25740,0
25746,1
25746,0
25749,0
25749,1
25795,0
25795,0
25814,1
25814,0
25824,1
25824,0
25871,1
25871,0
25876,1
25876,0
25893,1
25893,0
25900,0
25900,0
25919,0
25919,0
25922,16
25922,1
25948,0
25948,1
25955,0
25955,0
25960,1
25960,0
25980,0
25980,0
25986,0
25986,0
26069,0
26069,0
26097,0
26097,0
26114,0
26114,0
26205,1
26205,0
26237,0
26237,0
26249,0
26249,0
26283,0
26283,0
26296,1
26296,0
26315,0
26315,0
26341,0
26341,0
26365,1
26365,1
26434,0
26434,1
26445,1
26445,0
26502,0
26502,0
26525,0
26525,1
26532,0
26532,0
26537,0
26537,1
26538,0
26538,1
26590,0
26590,0
26642,1
26642,1
26651,1
26651,0
26666,0
26666,0
26692,0
26692,1
26721,0
26721,0
26755,0
26755,0
26788,0
26788,1
26843,1
26843,0
26854,1
26854,0
26865,0
26865,0
26953,1
26953,0
26973,0
26973,0
27068,0
27068,0
27105,0
27105,1
27180,0
27180,1
27223,0
27223,1
27224,0
27224,0
27241,1
27241,1
27283,0
27283,1
27286,0
27286,0
27299,0
27299,0
27335,0
27335,0
27342,0
27342,0
27343,2
27343,0
27362,1
27362,1
27441,1
27441,1
27538,1
27538,0
27569,0
27569,0
27574,1
27574,0
27605,0
27605,0
27630,0
27630,0
27632,0
27632,0
27637,1
27637,0
27645,1
27645,1
27662,0
27662,0
27664,0
27664,1
27680,0
27680,0
27745,0
27745,0
27747,1
27747,0
27771,0
27771,0
27844,0
27844,1
27867,1
27867,0
27900,0
27900,1
27988,1
27988,0
27989,1
27989,0
28015,1
28015,0
28046,0
28046,0
28052,0
28052,1
28054,0
28054,1
28059,0
28059,0
28079,1
28079,0
28093,1
28093,0
28098,0
28098,1
28118,0
28118,1
28127,0
28127,1
28190,1
28190,0
28196,0
28196,0
28252,0
28252,0
28273,0
28273,0
28277,0
28277,1
28284,0
28284,0
28318,0
28318,0
28398,0
28398,0
28453,13
28453,4
28522,0
28522,0
28649,0
28649,0
28653,0
28653,0
28657,0
28657,0
28678,0
28678,0
28748,0
28748,1
28769,0
28769,0
28798,1
28798,0
28845,1
28845,0
28889,0
28889,0
28897,0
28897,0
