156,3
220,2
284,4
412,2
476,2
540,2
650,2
714,3
778,4
842,2
906,2
970,2
1140,4
1204,2
1268,2
1332,2
1396,2
1460,2
1524,2
1588,2
1652,1
1716,3
1780,2
1844,2
1908,2
1972,2
2036,2
2100,3
2164,2
2228,2
2292,2
2356,2
2420,2
2484,2
2548,15
2612,2
2676,2
2740,2
2804,6
2868,1
2932,2
2996,3
3060,2
3124,2
3188,3
3252,5
3316,4
3380,1
3444,2
3508,2
3572,2
3636,2
3700,2
3764,2
3828,2
3892,2
3956,2
4020,4
4084,2
4148,4
4212,2
4276,3
4340,2
4404,4
4468,1
4532,2
4596,2
4660,2
4724,60
4788,3
4852,2
4916,2
4980,2
5044,2
5108,7
5172,5
5236,2
5300,2
5364,2
5428,2
5492,3
5556,2
5620,2
5684,7
5748,2
5812,2
5876,4
5940,6
6004,5
6068,7
6132,4
6196,2
6260,59
6324,2
6388,8
6452,2
6516,2
6580,2
6644,7
6708,2
6772,2
6836,2
6900,74
6964,2
7028,2
7092,2
7156,2
7220,2
7284,2
7348,6
7412,2
7476,4
7540,1
7604,3
7668,2
7732,2
7796,2
7860,7
7924,4
7988,2
8052,2
8116,3
8180,2
8246,6
8310,2
8374,2
8438,2
8502,5
8566,2
8630,4
8694,3
8758,2
8822,2
8886,2
8950,2
9014,2
9078,6
9166,2
9230,3
9294,3
9358,5
9422,2
9486,2
9550,6
9614,2
9678,2
9742,2
9806,2
9870,5
9934,5
9998,2
10062,2
10126,2
10190,2
10254,4
10318,4
10382,2
10446,3
10510,2
10574,2
10638,2
10702,3
10766,3
10830,3
10894,2
10958,2
11022,3
11086,2
11150,2
11214,3
11278,2
11342,3
11406,2
11470,2
11534,4
11598,2
11662,7
11726,2
11790,1
11854,3
11918,2
11982,3
12046,2
12110,2
12174,2
12238,2
12302,2
12366,2
12430,2
12494,7
12558,2
12622,2
12686,2
12750,4
12814,2
12878,2
12942,3
13006,2
13070,2
13134,2
13198,5
13262,2
13376,2
13440,3
13504,8
13568,8
13632,3
13696,2
13760,2
13824,3
13888,11
13952,3
14016,4
14080,2
14144,80
14208,2
14272,5
14336,4
14400,2
14464,3
14528,2
14592,2
14656,2
14720,2
14784,3
14894,2
14958,2
15022,2
15086,6
15150,2
15214,2
15278,2
15342,2
15406,4
15470,2
15534,2
15598,2
15662,2
15726,2
15790,1
15854,2
15918,7
15982,2
16046,1
16110,2
16174,2
16238,4
16302,3
16366,2
16430,2
16494,2
16558,2
16622,7
16686,2
16750,1
16814,2
16878,2
16942,2
17020,2
17130,2
17194,2
17302,2
17366,2
17428,2
17492,2
17556,2
17620,2
17684,2
17748,4
17812,2
17876,2
17940,2
18004,6
18124,4
18188,2
18252,8
18440,3



